x y z r g b label
-2.22563 1.19879 -2.25218 147 147 147 1
-2.14297 1.19820 -2.34713 148 148 148 1
-2.05306 1.20039 -2.43523 148 148 148 1
-1.95230 1.19767 -2.51067 145 145 145 1
-1.85353 1.20157 -2.58842 148 148 148 1
-1.74861 1.19769 -2.65765 147 147 147 1
-1.64425 1.20166 -2.72769 141 141 141 1
-1.53344 1.20103 -2.78705 141 141 141 1
-1.42677 1.19981 -2.85412 142 142 142 1
-1.31212 1.20437 -2.90600 140 140 140 1
-1.19439 1.19817 -2.95028 144 144 144 1
-1.08022 1.20064 -3.00324 146 146 146 1
-0.95839 1.19858 -3.03526 143 143 143 1
-0.84097 1.19992 -3.08079 145 145 145 1
-0.72027 1.20300 -3.11670 140 140 140 1
-0.59578 1.20140 -3.13624 146 146 146 1
-0.47302 1.19994 -3.16413 140 140 140 1
-0.34754 1.19311 -3.17465 136 136 136 1
-0.22257 1.19936 -3.18735 140 140 140 1
-0.09704 1.19594 -3.19163 140 140 140 1
0.02843 1.19739 -3.19333 146 146 146 1
0.15423 1.20028 -3.19986 137 137 137 1
0.27932 1.20198 -3.18603 140 140 140 1
0.40479 1.19863 -3.17799 143 143 143 1
0.52968 1.19611 -3.16288 133 133 133 1
0.65148 1.20048 -3.13042 140 140 140 1
0.77460 1.20016 -3.10616 138 138 138 1
0.89884 1.20129 -3.08436 141 141 141 1
1.01770 1.20103 -3.04280 140 140 140 1
1.13827 1.20193 -3.00648 142 142 142 1
1.25696 1.19862 -2.96405 146 146 146 1
1.36847 1.19686 -2.90490 140 140 140 1
1.47963 1.19661 -2.84627 149 149 149 1
1.59135 1.19924 -2.78892 139 139 139 1
1.69816 1.20505 -2.72288 144 144 144 1
1.80314 1.19857 -2.65417 144 144 144 1
1.90955 1.19815 -2.58726 157 157 157 1
2.01147 1.19853 -2.51360 142 142 142 1
2.10432 1.20435 -2.42868 149 149 149 1
2.19862 1.19701 -2.34582 150 150 150 1
2.29070 1.19851 -2.26039 152 152 152 1
2.37379 1.19382 -2.16616 148 148 148 1
2.45804 1.20377 -2.07321 151 151 151 1
2.54070 1.19731 -1.97864 150 150 150 1
2.62229 1.20294 -1.88268 146 146 146 1
2.68151 1.19707 -1.77086 151 151 151 1
2.75681 1.20134 -1.67008 152 152 152 1
2.82290 1.19719 -1.56311 158 158 158 1
2.87928 1.20138 -1.45071 151 151 151 1
2.94049 1.20025 -1.34060 152 152 152 1
2.98530 1.20092 -1.22290 159 159 159 1
3.03535 1.20020 -1.10744 160 160 160 1
3.06938 1.19595 -0.98619 167 167 167 1
3.10594 1.20006 -0.86607 157 157 157 1
3.14099 1.19681 -0.74539 160 160 160 1
3.16725 1.20131 -0.62247 165 165 165 1
3.18890 1.20123 -0.49869 162 162 162 1
3.20407 1.19359 -0.37399 171 171 171 1
3.21522 1.19809 -0.24893 167 167 167 1
3.22828 1.20248 -0.12385 168 168 168 1
3.23780 1.59796 0.00250 164 164 164 1
3.23691 1.60029 0.12819 174 174 174 1
3.22874 1.60540 0.25363 171 171 171 1
3.20850 1.59688 0.37777 174 174 174 1
3.19884 1.60540 0.50315 181 181 181 1
3.17869 1.59984 0.62725 167 167 167 1
3.15202 1.59767 0.75014 175 175 175 1
3.12701 1.59830 0.87372 173 173 173 1
3.08428 1.59586 0.99233 180 180 180 1
3.04268 1.59854 1.11103 184 184 184 1
2.99426 1.60142 1.22707 175 175 175 1
2.94105 1.60198 1.34088 186 186 186 1
2.89477 1.59746 1.45815 180 180 180 1
2.82330 1.59940 1.56241 184 184 184 1
2.76201 1.59843 1.67185 181 181 181 1
2.70251 1.60076 1.78294 179 179 179 1
2.62107 1.59909 1.87930 180 180 180 1
2.55161 1.59763 1.98416 185 185 185 1
2.46973 1.60233 2.07949 188 188 188 1
2.38604 1.60540 2.17312 193 193 193 1
2.30397 1.60046 2.26858 189 189 189 1
2.21347 1.59959 2.35603 195 195 195 1
2.11238 1.60171 2.43142 193 193 193 1
2.01652 1.59920 2.51239 193 193 193 1
1.92432 1.60335 2.59896 188 188 188 1
1.81769 1.60523 2.66616 184 184 184 1
1.70839 1.60371 2.72851 187 187 187 1
1.59994 1.59954 2.79175 198 198 198 1
1.48970 1.60343 2.85185 195 195 195 1
1.37763 1.60342 2.90863 193 193 193 1
1.25908 1.59743 2.95073 193 193 193 1
1.14792 1.59592 3.01138 195 195 195 1
1.02595 1.60215 3.04346 197 197 197 1
0.90655 1.59969 3.08256 195 195 195 1
0.78558 1.59637 3.11690 191 191 191 1
0.66027 1.60272 3.13145 197 197 197 1
0.53856 1.59848 3.16364 194 194 194 1
0.41354 1.59866 3.17642 195 195 195 1
0.28912 1.59952 3.19476 197 197 197 1
0.16356 1.60006 3.20128 195 195 195 1
0.03788 1.60169 3.19547 199 199 199 1
-0.08771 1.59566 3.19905 195 195 195 1
-0.21349 1.59890 3.19648 196 196 196 1
-0.33745 1.60416 3.17366 200 200 200 1
-0.46350 1.59249 3.16813 189 189 189 1
-0.58692 1.59976 3.14360 203 203 203 1
-0.70808 1.59696 3.10967 186 186 186 1
-0.82899 1.60298 3.07619 195 195 195 1
-0.95246 1.59831 3.05045 200 200 200 1
-1.06905 1.60402 3.00296 195 195 195 1
-1.18244 1.60157 2.94862 188 188 188 1
-1.30322 1.59791 2.91157 190 190 190 1
-1.41775 1.60011 2.85934 193 193 193 1
-1.52556 1.59987 2.79422 196 196 196 1
-1.63234 1.60059 2.72805 191 191 191 1
-1.74036 1.60191 2.66382 183 183 183 1
-1.84196 1.60025 2.58988 190 190 190 1
-1.94729 1.60200 2.52068 189 189 189 1
-2.04023 1.59681 2.43565 187 187 187 1
-2.13299 1.59888 2.35093 190 190 190 1
-2.22256 1.59903 2.26294 183 183 183 1
-2.30991 1.59888 2.17277 185 185 185 1
-2.39315 1.59775 2.07880 191 191 191 1
-2.47451 1.59807 1.98311 186 186 186 1
-2.54911 1.59840 1.88206 183 183 183 1
-2.62709 1.59664 1.78318 186 186 186 1
-2.69395 1.59977 1.67657 182 182 182 1
-2.75132 1.59937 1.56453 172 172 172 1
-2.81431 1.60422 1.45576 180 180 180 1
-2.87092 1.60139 1.34348 173 173 173 1
-2.91292 1.60134 1.22476 176 176 176 1
-2.96079 1.60114 1.10877 171 171 171 1
-3.00458 1.60231 0.99106 176 176 176 1
-3.04604 1.60166 0.87226 171 171 171 1
-3.07415 1.59640 0.74963 169 169 169 1
-3.10225 1.60173 0.62711 166 166 166 1
-3.12835 1.60289 0.50398 173 173 173 1
-3.13417 1.59684 0.37794 175 175 175 1
-3.14089 1.60140 0.25267 161 161 161 1
-3.15736 1.60248 0.12804 166 166 166 1
-3.16571 1.60072 0.00250 164 164 164 1
-3.16434 1.60467 -0.12332 165 165 165 1
-3.15219 1.60271 -0.24856 165 165 165 1
-3.13526 1.60061 -0.37307 164 164 164 1
-3.12209 1.59969 -0.49799 164 164 164 1
-3.09461 1.59762 -0.62059 165 165 165 1
-3.06698 1.59884 -0.74291 163 163 163 1
-3.04595 1.60083 -0.86723 157 157 157 1
-3.00211 1.59523 -0.98525 159 159 159 1
-2.96493 1.60067 -1.10530 155 155 155 1
-2.91637 1.60095 -1.22119 156 156 156 1
-2.87175 1.60377 -1.33886 159 159 159 1
-2.81148 1.60214 -1.44932 157 157 157 1
-2.74760 1.60122 -1.55744 154 154 154 1
-2.69005 1.60171 -1.66918 156 156 156 1
-2.61713 1.59851 -1.77152 148 148 148 1
-2.55600 1.60361 -1.88206 150 150 150 1
-2.46960 1.60175 -1.97424 153 153 153 1
-2.39881 1.59803 -2.07864 151 151 151 1
-2.31438 1.60051 -2.17191 144 144 144 1
-2.22430 1.60001 -2.25968 150 150 150 1
-2.13378 1.59786 -2.34680 152 152 152 1
-2.03743 1.60158 -2.42738 142 142 142 1
-1.94360 1.59728 -2.51100 144 144 144 1
-1.84474 1.59793 -2.58871 151 151 151 1
-1.73948 1.60026 -2.65751 144 144 144 1
-1.63343 1.59757 -2.72483 147 147 147 1
-1.52655 1.60036 -2.79099 138 138 138 1
-1.41329 1.60412 -2.84560 145 145 145 1
-1.30111 1.60056 -2.90199 140 140 140 1
-1.18435 1.59732 -2.94822 140 140 140 1
-1.07194 1.60358 -3.00582 144 144 144 1
-0.95007 1.59658 -3.03811 131 131 131 1
-0.83318 1.59814 -3.08606 138 138 138 1
-0.70943 1.59899 -3.11027 144 144 144 1
-0.58617 1.59741 -3.13482 143 143 143 1
-0.46327 1.59929 -3.16164 138 138 138 1
-0.33857 1.59859 -3.17814 135 135 135 1
-0.21372 1.60111 -3.19447 133 133 133 1
-0.08780 1.59902 -3.19639 143 143 143 1
0.03788 1.59648 -3.20635 132 132 132 1
0.16332 1.59745 -3.19014 140 140 140 1
0.28912 1.60184 -3.18974 145 145 145 1
0.41379 1.60163 -3.17356 141 141 141 1
0.53800 1.59908 -3.15513 141 141 141 1
0.66273 1.60069 -3.13881 137 137 137 1
0.78379 1.59881 -3.10444 136 136 136 1
0.90507 1.60142 -3.07232 147 147 147 1
1.02648 1.59792 -3.04009 144 144 144 1
1.14797 1.59874 -3.00651 144 144 144 1
1.26288 1.59877 -2.95489 145 145 145 1
1.37719 1.60321 -2.90269 150 150 150 1
1.49099 1.60049 -2.84938 139 139 139 1
1.59801 1.59704 -2.78331 149 149 149 1
1.70827 1.60093 -2.72333 151 151 151 1
1.81241 1.60144 -2.65326 143 143 143 1
1.91639 1.60027 -2.58304 148 148 148 1
2.02117 1.60183 -2.51329 148 148 148 1
2.11695 1.60061 -2.43177 152 152 152 1
2.21348 1.59727 -2.35105 143 143 143 1
2.29593 1.59747 -2.25554 151 151 151 1
2.38981 1.60112 -2.17160 149 149 149 1
2.46905 1.60037 -2.07391 157 157 157 1
2.55196 1.59844 -1.97944 153 153 153 1
2.62917 1.60292 -1.88018 150 150 150 1
2.69620 1.60158 -1.77373 156 156 156 1
2.76799 1.60117 -1.67051 149 149 149 1
2.82425 1.59369 -1.55794 147 147 147 1
2.89334 1.60114 -1.45243 158 158 158 1
2.93845 1.59616 -1.33468 156 156 156 1
2.99258 1.59814 -1.22138 160 160 160 1
3.03683 1.60025 -1.10387 154 154 154 1
3.08238 1.59983 -0.98672 159 159 159 1
3.12015 1.60359 -0.86679 157 157 157 1
3.14819 1.59852 -0.74422 158 158 158 1
3.18376 1.59704 -0.62325 167 167 167 1
3.20104 1.59824 -0.49849 162 162 162 1
3.21600 1.60274 -0.37365 167 167 167 1
3.22562 1.59983 -0.24838 166 166 166 1
3.23550 1.59978 -0.12313 163 163 163 1
3.24134 1.99486 0.00313 169 169 169 1
3.25257 2.00075 0.12906 164 164 164 1
3.23861 1.99534 0.25429 169 169 169 1
3.22568 2.00133 0.37931 175 175 175 1
3.20800 1.99967 0.50373 174 174 174 1
3.18674 2.00134 0.62759 173 173 173 1
3.16285 1.99850 0.75110 178 178 178 1
3.13366 2.00325 0.87356 171 171 171 1
3.08731 1.99926 0.99088 177 177 177 1
3.04791 1.99916 1.11010 178 178 178 1
3.01003 2.00081 1.23032 178 178 178 1
2.95600 2.00114 1.34405 179 179 179 1
2.89665 2.00042 1.45493 176 176 176 1
2.84000 1.99942 1.56710 179 179 179 1
2.77416 2.00122 1.67413 187 187 187 1
2.71147 2.00141 1.78325 180 180 180 1
2.63967 2.00000 1.88658 185 185 185 1
2.55875 1.99677 1.98298 185 185 185 1
2.48412 2.00121 2.08435 190 190 190 1
2.39503 1.99570 2.17333 192 192 192 1
2.31335 2.00082 2.26916 183 183 183 1
2.22222 2.00015 2.35592 187 187 187 1
2.11711 1.99902 2.42654 186 186 186 1
2.02581 1.99975 2.51283 188 188 188 1
1.92831 2.00405 2.59209 191 191 191 1
1.82288 1.99938 2.66044 184 184 184 1
1.72339 2.00006 2.73822 190 190 190 1
1.61048 1.99937 2.79434 190 190 190 1
1.49722 2.00405 2.84872 203 203 203 1
1.38788 2.00114 2.91102 192 192 192 1
1.27505 2.00031 2.96713 197 197 197 1
1.15732 2.00335 3.01193 192 192 192 1
1.03824 1.99808 3.05286 198 198 198 1
0.91314 2.00034 3.07311 202 202 202 1
0.79437 2.00277 3.11481 195 195 195 1
0.67246 2.00472 3.14594 202 202 202 1
0.54747 1.99597 3.16097 197 197 197 1
0.42330 2.00058 3.17978 197 197 197 1
0.29839 1.99927 3.19334 193 193 193 1
0.17281 2.00188 3.19701 194 194 194 1
0.04732 1.99968 3.20630 190 190 190 1
-0.07853 2.00029 3.20612 194 194 194 1
-0.20428 1.99834 3.19999 201 201 201 1
-0.32889 1.99842 3.18166 190 190 190 1
-0.45412 2.00370 3.16908 196 196 196 1
-0.57684 1.99928 3.14097 198 198 198 1
-0.69890 2.00002 3.11135 194 194 194 1
-0.82186 2.00135 3.08500 200 200 200 1
-0.94252 2.00197 3.04952 190 190 190 1
-1.06156 1.99883 3.00887 189 189 189 1
-1.17887 1.99632 2.96340 197 197 197 1
-1.28938 1.99735 2.90265 195 195 195 1
-1.40565 1.99870 2.85474 196 196 196 1
-1.51584 1.99565 2.79434 191 191 191 1
-1.62427 2.00189 2.73090 192 192 192 1
-1.73203 1.99542 2.66611 195 195 195 1
-1.83802 2.00246 2.59807 192 192 192 1
-1.93323 2.00073 2.51544 197 197 197 1
-2.02868 1.99813 2.43380 184 184 184 1
-2.11647 1.99901 2.34390 186 186 186 1
-2.20868 2.00237 2.25912 187 187 187 1
-2.30470 1.99812 2.17731 186 186 186 1
-2.39336 2.00089 2.08766 193 193 193 1
-2.46463 1.99932 1.98338 186 186 186 1
-2.54254 1.99756 1.88477 181 181 181 1
-2.61418 1.99470 1.78148 185 185 185 1
-2.68644 1.99908 1.67837 180 180 180 1
-2.73923 2.00316 1.56366 185 185 185 1
-2.80577 1.99760 1.45685 180 180 180 1
-2.86362 2.00209 1.34508 179 179 179 1
-2.90988 2.00195 1.22804 176 176 176 1
-2.95542 1.99988 1.11089 185 185 185 1
-2.99441 2.00375 0.99144 175 175 175 1
-3.03776 2.00037 0.87321 177 177 177 1
-3.07089 2.00244 0.75174 183 183 183 1
-3.08209 1.99820 0.62560 171 171 171 1
-3.11467 2.00040 0.50393 171 171 171 1
-3.12865 1.99979 0.37903 177 177 177 1
-3.14077 1.99719 0.25403 168 168 168 1
-3.15327 2.00140 0.12888 173 173 173 1
-3.14590 1.99985 0.00313 170 170 170 1
-3.15192 1.99664 -0.12257 169 169 169 1
-3.14813 1.99866 -0.24836 161 161 161 1
-3.13048 1.99711 -0.37299 163 163 163 1
-3.11977 2.00234 -0.49849 158 158 158 1
-3.08608 2.00010 -0.62015 165 165 165 1
-3.05863 2.00453 -0.74255 164 164 164 1
-3.03172 1.99970 -0.86525 161 161 161 1
-2.98960 1.99988 -0.98363 158 158 158 1
-2.96250 2.00083 -1.10726 159 159 159 1
-2.91142 1.99884 -1.22243 155 155 155 1
-2.85618 1.99552 -1.33540 153 153 153 1
-2.80379 1.99805 -1.44959 163 163 163 1
-2.74369 2.00070 -1.55991 163 163 163 1
-2.67966 1.99841 -1.66797 159 159 159 1
-2.60985 2.00022 -1.77234 152 152 152 1
-2.54114 1.99571 -1.87750 154 154 154 1
-2.45981 2.00613 -1.97333 150 150 150 1
-2.39012 1.99656 -2.07865 149 149 149 1
-2.30380 2.00292 -2.17023 153 153 153 1
-2.21593 2.00378 -2.26013 143 143 143 1
-2.12494 1.99637 -2.34681 149 149 149 1
-2.03165 2.00206 -2.43103 150 150 150 1
-1.93098 1.99926 -2.50634 148 148 148 1
-1.83240 2.00179 -2.58408 147 147 147 1
-1.72483 1.99705 -2.64908 145 145 145 1
-1.62444 1.99440 -2.72493 141 141 141 1
-1.51455 2.00022 -2.78578 142 142 142 1
-1.40190 1.99946 -2.84112 140 140 140 1
-1.29081 1.99804 -2.89950 144 144 144 1
-1.17669 1.99947 -2.95189 149 149 149 1
-1.05871 1.99899 -2.99489 135 135 135 1
-0.94199 1.99622 -3.04166 144 144 144 1
-0.82083 1.99603 -3.07508 139 139 139 1
-0.69926 2.00406 -3.10659 143 143 143 1
-0.57849 2.00063 -3.14303 146 146 146 1
-0.45269 1.99888 -3.15379 144 144 144 1
-0.32870 1.99885 -3.17384 141 141 141 1
-0.20356 2.00016 -3.18463 137 137 137 1
-0.07835 1.99680 -3.19534 145 145 145 1
0.04732 1.99542 -3.20099 137 137 137 1
0.17300 1.99891 -3.19568 134 134 134 1
0.29890 1.99681 -3.19355 140 140 140 1
0.42189 1.99873 -3.16162 139 139 139 1
0.54917 1.99941 -3.16546 133 133 133 1
0.67314 2.00319 -3.14308 136 136 136 1
0.79390 1.99572 -3.10659 145 145 145 1
0.91386 1.99765 -3.06939 141 141 141 1
1.03878 2.00020 -3.04828 142 142 142 1
1.15333 2.00519 -2.99486 136 136 136 1
1.27128 1.99583 -2.95178 150 150 150 1
1.38363 1.99998 -2.89556 146 146 146 1
1.49513 1.99985 -2.83836 139 139 139 1
1.61233 1.99832 -2.79141 140 140 140 1
1.71545 2.00089 -2.71902 148 148 148 1
1.82469 1.99907 -2.65691 144 144 144 1
1.92927 2.00152 -2.58715 140 140 140 1
2.03162 2.00423 -2.51395 140 140 140 1
2.12439 2.00273 -2.42882 143 143 143 1
2.21675 2.00411 -2.34376 149 149 149 1
2.30994 1.99868 -2.25950 148 148 148 1
2.40202 1.99873 -2.17354 148 148 148 1
2.47773 2.00280 -2.07264 145 145 145 1
2.55491 2.00496 -1.97370 158 158 158 1
2.63491 1.99916 -1.87687 150 150 150 1
2.70134 1.99653 -1.77024 151 151 151 1
2.77490 1.99862 -1.66834 156 156 156 1
2.83140 1.99916 -1.55603 156 156 156 1
2.90026 1.99621 -1.45052 153 153 153 1
2.95249 1.99712 -1.33618 158 158 158 1
3.00211 1.99873 -1.22079 158 158 158 1
3.04652 1.99838 -1.10334 161 161 161 1
3.07982 2.00136 -0.98220 151 151 151 1
3.13273 2.00256 -0.86705 167 167 167 1
3.16418 1.99964 -0.74517 158 158 158 1
3.18644 1.99446 -0.62128 168 168 168 1
3.21596 1.99838 -0.49874 159 159 159 1
3.22803 1.99953 -0.37334 167 167 167 1
3.22924 2.00132 -0.24730 159 159 159 1
3.24435 2.00009 -0.12249 172 172 172 1
3.25567 2.40271 0.00375 176 176 176 1
3.26377 2.39776 0.12975 165 165 165 1
3.24921 2.40075 0.25500 167 167 167 1
3.22971 2.40448 0.37930 176 176 176 1
3.21701 2.39826 0.50429 175 175 175 1
3.19766 2.40341 0.62852 172 172 172 1
3.16894 2.40048 0.75092 175 175 175 1
3.14369 2.40143 0.87436 175 175 175 1
3.09347 2.39775 0.99045 180 180 180 1
3.06472 2.40046 1.11345 176 176 176 1
3.01821 2.39839 1.23044 172 172 172 1
2.96619 2.39760 1.34503 175 175 175 1
2.91227 2.40011 1.45872 182 182 182 1
2.84863 2.40367 1.56729 179 179 179 1
2.78176 2.40099 1.67365 188 188 188 1
2.72176 2.40223 1.78446 182 182 182 1
2.64590 2.39530 1.88489 182 182 182 1
2.57431 2.39745 1.98845 183 183 183 1
2.48810 2.40104 2.08034 184 184 184 1
2.40217 2.40211 2.17185 184 184 184 1
2.32106 2.40327 2.26808 192 192 192 1
2.23359 2.39607 2.35866 179 179 179 1
2.13095 2.40345 2.43236 189 189 189 1
2.03836 2.39965 2.51743 189 189 189 1
1.93967 2.39803 2.59539 197 197 197 1
1.83543 2.39453 2.66577 183 183 183 1
1.72849 2.40539 2.73181 200 200 200 1
1.62282 2.40300 2.80022 190 190 190 1
1.50685 2.40283 2.84978 194 194 194 1
1.39622 2.39953 2.90933 196 196 196 1
1.28062 2.40135 2.95848 202 202 202 1
1.16499 2.39799 3.00782 197 197 197 1
1.04587 2.39790 3.04802 194 194 194 1
0.92596 2.39636 3.08582 191 191 191 1
0.80165 2.39668 3.10656 192 192 192 1
0.68135 2.40005 3.14391 194 194 194 1
0.55649 2.39662 3.15912 202 202 202 1
0.43268 2.39723 3.18014 195 195 195 1
0.30795 2.39961 3.19579 201 201 201 1
0.18222 2.39976 3.19771 189 189 189 1
0.05673 2.40467 3.19284 194 194 194 1
-0.06871 2.39896 3.19639 196 196 196 1
-0.19470 2.40014 3.19844 193 193 193 1
-0.31873 2.39769 3.17601 189 189 189 1
-0.44405 2.40372 3.16555 195 195 195 1
-0.56772 2.40355 3.14309 193 193 193 1
-0.69086 2.39866 3.11768 194 194 194 1
-0.81275 2.39741 3.08668 195 195 195 1
-0.93328 2.39834 3.05069 198 198 198 1
-1.04695 2.39856 2.99540 200 200 200 1
-1.16709 2.40199 2.95831 191 191 191 1
-1.28154 2.40117 2.90668 189 189 189 1
-1.39382 2.40029 2.85061 192 192 192 1
-1.50623 2.39772 2.79461 195 195 195 1
-1.61584 2.40064 2.73314 185 185 185 1
-1.71959 2.40147 2.66220 193 193 193 1
-1.82133 2.39928 2.58868 195 195 195 1
-1.92200 2.40214 2.51376 187 187 187 1
-2.02027 2.40100 2.43560 194 194 194 1
-2.11579 2.39711 2.35397 189 189 189 1
-2.20684 2.40017 2.26732 189 189 189 1
-2.28983 2.39470 2.17289 193 193 193 1
-2.37815 2.39799 2.08333 190 190 190 1
-2.44963 2.39870 1.97960 190 190 190 1
-2.53262 2.39924 1.88502 189 189 189 1
-2.60264 2.40434 1.78069 183 183 183 1
-2.67107 2.40303 1.67534 182 182 182 1
-2.74228 2.40270 1.57127 173 173 173 1
-2.78655 2.40117 1.45247 174 174 174 1
-2.85804 2.40307 1.34747 177 177 177 1
-2.90081 2.40330 1.22880 187 187 187 1
-2.94262 2.39632 1.11027 185 185 185 1
-2.98972 2.40642 0.99360 176 176 176 1
-3.02502 2.40192 0.87289 181 181 181 1
-3.05133 2.39906 0.74993 181 181 181 1
-3.08659 2.39997 0.62899 178 178 178 1
-3.10711 2.40063 0.50485 180 180 180 1
-3.11394 2.39960 0.37902 171 171 171 1
-3.12298 2.40069 0.25400 170 170 170 1
-3.13678 2.40397 0.12922 161 161 161 1
-3.14711 2.40050 0.00375 169 169 169 1
-3.13464 2.40068 -0.12164 161 161 161 1
-3.13687 2.39800 -0.24759 165 165 165 1
-3.12253 2.39999 -0.37254 162 162 162 1
-3.09270 2.40498 -0.49507 156 156 156 1
-3.07627 2.39935 -0.61944 161 161 161 1
-3.04815 2.40118 -0.74167 163 163 163 1
-3.02699 2.39944 -0.86595 154 154 154 1
-2.98784 2.39847 -0.98549 159 159 159 1
-2.94083 2.40028 -1.10211 161 161 161 1
-2.89621 2.40191 -1.21940 159 159 159 1
-2.85848 2.39952 -1.34018 154 154 154 1
-2.79323 2.40174 -1.44838 157 157 157 1
-2.73101 2.39945 -1.55746 145 145 145 1
-2.68396 2.39858 -1.67575 152 152 152 1
-2.60076 2.40057 -1.77192 164 164 164 1
-2.54100 2.40357 -1.88361 158 158 158 1
-2.45655 2.39935 -1.97756 159 159 159 1
-2.37882 2.40140 -2.07640 148 148 148 1
-2.29522 2.39897 -2.17037 152 152 152 1
-2.20671 2.40429 -2.25969 142 142 142 1
-2.11988 2.39490 -2.35090 145 145 145 1
-2.02034 2.40506 -2.42818 155 155 155 1
-1.92582 2.39988 -2.51109 142 142 142 1
-1.82738 2.40067 -2.58950 133 133 133 1
-1.72112 2.39674 -2.65699 146 146 146 1
-1.61241 2.40189 -2.72004 141 141 141 1
-1.50877 2.40048 -2.79164 142 142 142 1
-1.39704 2.39835 -2.84942 143 143 143 1
-1.28728 2.40211 -2.91162 143 143 143 1
-1.16671 2.39931 -2.94988 142 142 142 1
-1.05291 2.39895 -3.00405 136 136 136 1
-0.92979 2.39756 -3.03245 139 139 139 1
-0.81172 2.39681 -3.07555 150 150 150 1
-0.69162 2.39789 -3.11333 140 140 140 1
-0.56849 2.39969 -3.13941 132 132 132 1
-0.44297 2.40152 -3.15125 146 146 146 1
-0.31971 2.40075 -3.17679 140 140 140 1
-0.19407 2.39796 -3.18298 145 145 145 1
-0.06880 2.39747 -3.19128 137 137 137 1
0.05673 2.39689 -3.20421 143 143 143 1
0.18233 2.39922 -3.19303 131 131 131 1
0.30788 2.39728 -3.18750 142 142 142 1
0.43363 2.39900 -3.18066 146 146 146 1
0.55788 2.39706 -3.16040 141 141 141 1
0.68135 2.39816 -3.13646 143 143 143 1
0.80360 2.39843 -3.10718 139 139 139 1
0.92762 2.40107 -3.08419 137 137 137 1
1.04905 2.40084 -3.05030 141 141 141 1
1.16452 2.39984 -2.99906 145 145 145 1
1.27902 2.39497 -2.94713 149 149 149 1
1.39701 2.40350 -2.90356 149 149 149 1
1.50395 2.40151 -2.83659 146 146 146 1
1.62012 2.40779 -2.78789 142 142 142 1
1.73270 2.39524 -2.73118 145 145 145 1
1.83214 2.40058 -2.65334 141 141 141 1
1.93949 2.40571 -2.58765 144 144 144 1
2.03182 2.39343 -2.50164 143 143 143 1
2.13413 2.39900 -2.42858 144 144 144 1
2.23444 2.39873 -2.35208 149 149 149 1
2.31972 2.39687 -2.25924 148 148 148 1
2.40200 2.40024 -2.16420 154 154 154 1
2.49878 2.39869 -2.08196 151 151 151 1
2.56197 2.40233 -1.97122 144 144 144 1
2.65350 2.39940 -1.88292 148 148 148 1
2.72765 2.40023 -1.78090 150 150 150 1
2.78360 2.39995 -1.66728 148 148 148 1
2.84596 2.40330 -1.55830 155 155 155 1
2.91235 2.39918 -1.45126 157 157 157 1
2.96754 2.40408 -1.33815 152 152 152 1
3.01165 2.39469 -1.22022 160 160 160 1
3.06033 2.39454 -1.10434 152 152 152 1
3.10238 2.40400 -0.98584 159 159 159 1
3.13305 2.40437 -0.86386 166 166 166 1
3.17432 2.40144 -0.74472 161 161 161 1
3.19149 2.39718 -0.61979 162 162 162 1
3.22289 2.40250 -0.49772 164 164 164 1
3.23462 2.40150 -0.37238 161 161 161 1
3.24901 2.40001 -0.24749 162 162 162 1
3.24867 2.40466 -0.12166 167 167 167 1
3.26843 2.80090 0.00437 173 173 173 1
3.26478 2.79826 0.13005 168 168 168 1
3.26249 2.80065 0.25594 160 160 160 1
3.23933 2.79825 0.37995 171 171 171 1
3.22529 2.80091 0.50474 172 172 172 1
3.19888 2.79747 0.62752 171 171 171 1
3.18073 2.79844 0.75213 178 178 178 1
3.15020 2.80351 0.87418 177 177 177 1
3.10480 2.80174 0.99171 184 184 184 1
3.07535 2.79908 1.11454 177 177 177 1
3.02942 2.79975 1.23182 172 172 172 1
2.97979 2.79969 1.34760 174 174 174 1
2.91718 2.79909 1.45707 181 181 181 1
2.85845 2.80081 1.56816 178 178 178 1
2.79089 2.79987 1.67412 187 187 187 1
2.72655 2.79890 1.78202 185 185 185 1
2.65045 2.79798 1.88201 185 185 185 1
2.58340 2.80186 1.98884 184 184 184 1
2.50100 2.80130 2.08397 181 181 181 1
2.41520 2.79735 2.17585 183 183 183 1
2.32585 2.79841 2.26412 178 178 178 1
2.23559 2.80336 2.35130 179 179 179 1
2.13900 2.80321 2.43142 191 191 191 1
2.05099 2.80252 2.52218 188 188 188 1
1.94445 2.80175 2.58969 198 198 198 1
1.84437 2.79461 2.66573 190 190 190 1
1.73896 2.79735 2.73421 196 196 196 1
1.63109 2.79933 2.79885 188 188 188 1
1.51675 2.80034 2.85141 193 193 193 1
1.40570 2.80065 2.91016 189 189 189 1
1.29228 2.79660 2.96460 190 190 190 1
1.17415 2.79836 3.00784 197 197 197 1
1.05343 2.79976 3.04304 194 194 194 1
